KPN,Description,Type,Cost
129599,HID RP10 READER MODEL 900PHRNEK00005,READERS,138.77
129597,"READER, RP-40 SE MULTICLASS READER",READERS,167.52
129596,"READER, HID MULTICLASS RP15 6145CKN00D-G3.0",READERS,165.78
129595,"READER, HID MULTICLASS 75 BITS RP40",READERS,259.98
129594,"READER HID, DUAL RP-40",READERS,132
129591,"READER, ICLASS R-10",READERS,59.22
129590,"READER,ICLASS R40 BLACK HID",READERS,137.6
129583,"READER, BIOSCRYPT 4GSTSP VSTAION, KEPAD & HID RDR",READERS,1008.99
129581,"READER, BIOSCRYPT  4G  BV-4GFXS",READERS,2552.99
129580,BIO SCRIPT ENROLLING STATION STAND,READERS,187.99
129579,"READER, BIOSCRYPT 4G V-STATION W/KEYPAD 4GSTS",READERS,871.99
129578,"INTERCOM, 3 CALL MASTER STATION W/REMOTE REL",INTERCOM,124.15
129577,"INTERCOM,MASTER 3 STATION LEF",INTERCOM,147.99
129576,"READER, BIOSCRIPT V-PROX FINGER PRINT READER",READERS,521.99
129571,"AIPHONE, AUDIO LEF-3L WITH DOOR RELEASE",INTERCOM,181.45
129562,"READER, SPACER RP 15 RCI",READERS,14.99
129561,HID RP 10 READER  SPACER #6132AKB,READERS,23.05
129560,"READER, SPACER RP40 RCI PRD 997",READERS,31.65
129540,"READER, HID ICLASS SE R40 BLACK 920NTNNKO",READERS,141.53
129275,"INTERCOM,SUB STATION LE-A",INTERCOM,19.07
129268,"INTERCOME, WIRELESS 2WAY W/VIDEO IVSION",INTERCOM,244.86
129267,"INTERCOM, Aiphone LEF-10, 10-Call Master Station, Audio Only",INTERCOM,153.99
129232,CONDUIT EXTENSIONBELL BOX 2G,WIRE,7.85
129143,"STRIKE,RECTIFIER,STRIKE 310 SERIES",LOCK,13.1
129128,"MAGLOCK,EMLOCK,1581 Finish 628",LOCK,282.06
129126,"MAGLOCK, EMLOCK, 1581 FINISH 606",LOCK,181.5
129125,MAGLOCK SINGLE 1200S UL 628 ASP-AM1200S,LOCKS,85.99
128791,"KEYSWITCH,KK- 4Q,PB,WM,2G,KA1",KEYPD/SW,14.82
128775,"KEYSWITCH, KK-3 PB 2 GANG EXIT BUTTON",KEYPD/SW,68.68
128686,"LED, GREEN, 6V ASSEMBLY",BOARDS,13.63
128163,"PLATE,FILLER FP14V 1/2X1 1/4X11-628",PLATES,20
127930,RESISTOR END OF LINE,RELAYS,4.56
127922,"SWITCH ,RECEIPTION SWITCH ,  HUB-M, MOMENTARY",MISC,14.42
127579,RELAY 24VAC ALTRONIX RAC24 FUW AUTO DOOR,RELAYS,19.19
127558,"POWER,BATTERY GELL CELL 12V 26AH",POWER,56.99
127302,"CYLINDER,KK-4/5/6,2WY,PUL,,BRAS,KA1",LOCK,30.78
127280,"CYLINDER,KK-2,MOM,BRASS,KA1",LOCK,38.62
127224,PLATE KK-3 1G BRUSHED BRASS PUSH TO EXIT,PLATES,17.75
127223,"PLATE, DARK BRONZE WM 2G KK-3",KEYPD/SW,14.53
127222,"PLATE, KK-3 2G WM WHITE PUSH TO EXIT",PLATES,7.95
127220,"PLATE, KK-3 SATIN BRONZE 2G WM NEW VERSION",PLATES,7.27
127219,"KK-3 BRUSHED BRASS PLATE (BB,WM,2G",PLATES,1.39
127217,"PLATE, KK-3 1 GANG SS MECHANICAL NEW, PRD-810-3",PLATES,10.11
127216,"PLATE, KK-3 BM ,SS, 2GANG PRD-810-2",PLATES,9.67
127214,"PLATE,KK-3  SS 2GANG WM PRD-810-1",PLATES,9.67
127159,"BOARD, KSL-3, STUFFED",BOARDS,42.88
127116,"KEYSWITCH,KQK,PB,WM,2G,KA1 KASTLE CAN MAKE/OR RCI",KEYPD/SW,80
126144,"EXIT BUTTON, KK-3, 2G,SS, WM, PANIC",BUTTONS,69.41
126136,"BUTTON KK-3 PANIC BUTT,SS,1G",BUTTONS,55.11
126128,"PLATE, SS, KK-3, 1G, Sonalert, PRD-334",PLATES,10.01
126124,"KEYSWITCH, KK-3 PANIC BM 2GANG",KEYPD/SW,47.3
126103,"KEYSWITCH, KK-3 EXIT BUTTON 2G, SS,BM PRD-829-2",KEYPD/SW,49.13
126102,"KEYSWITCH, KK-3 EXIT BUTTON  2G , WM, SS,PRD-829-1",KEYPD/SW,54.55
126012,"BOARD,KGRS",CONTROL,14
125938,"INTERCOM, AIPHONE LE-D SURF MNT DOOR STATION",INTERCOM,30.99
125911,"AIPHONE, INTERCOM, LEM-1, MASTER",INTERCOM,65.99
125830,RESISTOR/JUMP FOR C ELEVATOR,RELAYS,14.89
125806,"BOARD OBSOLETE,KQ16SI",CONTROL,242.11
125695,LOCK HINGE ELECTRIC BB1279 US#3,LOCK,58.85
125611,"INTERCOM, SIEDLE TLM-611-0",INTERCOM,170.1
125376,4x6-1 8PT Tag AP151 Adhesive Blank label,MISC,125.07
125375,"LABLE, 2.5X3.75 TAG ,7.2ML DIRECT THERMAL",MISC,52.98
125326,"TRANSFORMER,12V 50VAC",POWER,9.91
125237,"CONNECTOR,AMPHENOL MALE 25 PR",WIRE,2.12
125201,TIMER - DIGITAL 365 DAY 24 HR,SENSORS,14.99
125008,BOARD RIM-E1OBSOLETE REPAIRED BOARD,CONTROL,204.48
124703,"BOARD,KSR 18/24 REGULATOR",CONTROL,39.85
124600,"ALTRONIX P/S 6A,24VDC 8PORT AL600ULACM",POWER,302.88
124516,ALTRONIX 24/28 VAC 100VA STEP DOWN TRANS T2428100,POWER,23.99
124514,ALTRONIX POWER SUPPLY P/S 12-24 VDC AL300ULPD4,POWER,136.99
124511,ALTRONIX VR1T 24VDC 1 AMP REGULATOR,POWER,21.23
124510,Altronix VR5T,MISC,45.99
124508,*Discontinued product,POWER,40.37
124507,ALTRONIX P/S 24VAC TO 12DC 1AMP #AX-VR1T,POWER,27.83
124506,"POWER, ALTRONIX PS AL600ULPD8CB 12/24 VDC 6 AMP",POWER,184.99
124504,"POWER SUPPLY ALTRONIX  2.5AMP,12-24VDC RED BOX",POWER,59.99
124503,"POWER, ALTRONIX POWER DISTRIBUTOR PD8",POWER,22.62
124502,POWER SUPPLY ALTRONIX AL-624,POWER,15.07
124500,"POWER SUPPLY, ALTRONICS LPS-3",POWER,45.78
124400,ALTRONIX P/S /CHARGE BOARD 12VDC@4AMP AL400ULX,POWER,145.4
124362,"SOUND,SIREN,MPI-8, 8 OHM 15 WATT",SOUNDERS,7.62
124246,HOFFMANN ENCLOSURE 24X24X6 ASG 24X24X6,BOXES,96.55
123498,"READER,USB CONVERSION KIT BARCODE READER",READERS,78.76
123316,"MAGNET,mm-600 EARTH 5/8 DIA.X1/8",SENSORS,1.9
123315,"MAGNET,FLAIR  #39",SENSORS,2.04
123220,"CONTACT,GARAGE,4532LB,24 CABLE W/4.7K",SENSORS,25.9
123218,"CONTACT, GARAGE, 4532L, 24 CABLE",SENSORS,12.43
123161,*Discontinued product,WIRE,15.59
123153,*Discontinued product,WIRE,8.05
122564,"BOARD,KEI",CONTROL,13.04
122556,"BOARD, MDQ",CONTROL,14.48
122428,"POWER SUPPLY, ALTRONIX 24/28 VAC 7AMP OUTDR ENCLOS",POWER,101.13
122424,"CONTACT,TAPER SWITCH/NEW CORBY",SENSORS,2.67
122173,*Discontinued product,BOXES,306.4
122165,"SWITCH,FOOT PRESSURE TAPESWTCH",MISC,9.68
122157,"PLATE,DCU,SS,WM,2G",PLATES,10.21
122114,"LED,RED ASSEMBLY,12VDC",PANELS,4.45
121894,BOARD MINIBRIDGE REG,CONTROL,23.53
121437,"LOCK,SOLENOID,HI TOWER, 24VAC,DC",LOCKS,93.75
121204,JUNCTION BOX 12X12X4 WITH KNOCKOUTS,BOXES,21
121187,"WIRE, 18/4 SOLID COPPER ,NS  PLENUM WG-45071101",WIRE,0.22
121186,"WIRE, 18/4 PLENUM AQUA SEAL STRND NS AQ244",WIRE,0.15
121185,"WIRE,4J18,STRANDED 800",WIRE,0.22
121150,*Discontinued product,CONTROL,285.75
121136,E-PROM 4.75 FOR CPU,COMPUTER,25.23
121134,*Discontinued product,CONTROL,247.85
121123,"SOUND, PIEZO SOUNDER, TRUNSTILE",SOUNDERS,3.49
121122,"BOARD,MOTOR CONTROLLER,TRUNSTILE",MISC,86.13
121118,*Discontinued product,CONTROL,228.74
121088,*Discontinued product,CONTROL,161.21
121053,*Discontinued product,CONTROL,198.91
120795,WIRE 12/22 PLENUM WINDY CITY #444394,WIRE,0.3
120790,"WIRE,2J22 STRANDED SHLD 800",WIRE,0.07
120393,"BOARD STUFFED, KDB-8U (FOR QUAD & Z)",CONTROL,154.32
120391,"BOARD,KDB-8Q NON-CP",CONTROL,129.28
120332,"BUTTON, SECURITRON PB3N 3/4 REC PUSH BTN NRW PLT",BUTTONS,51.5
120103,"TERMINAL STRIP, 6 POLE 1 ROW SSB4P06SNN",WIRE,1.9
120057,"BOX,KLI,KSE,KDI,KMI 11X11X3",BOXES,74.71
120053,HES SMART PAK BATTERY 12-32V MODEL 2005M3,POWER,33.67
120049,"BOX,KE-8PS,KDB-8Q 12X8X4",BOXES,123.45
120030,"BOX,KSD-16B,305 MODEM 12X12X4",POWER,46.73
120023,LOCK COMBI-CAM CABINET 5/8 CHROME,LOCK,14.72
120022,LOCK FOR FRANKEL BOXES( DO NOT USE) USE 720022,BOXES,3.35
119830,"PLATE,KEY RDR,2G,SS,WM",PLATES,10.5
119202,"BOX, ELIMINATOR-METAL LOW VOLTAGE",BOXES,16.67
119201,"BOX,ELIMINATOR-METAL LOWVOLTAGE",BOXES,13.36
118591,"BUCHANNAN,TERMINAL STRIP,10 POLE 1 ROW",WIRE,3.23
118346,"TERMINAL STRIP, 8 POL 1ROW PCB SSB4P08SNN",WIRE,2.48
118230,"KEYSWITCH,KQK,SS,WM,2G,KA1",KEYPD/SW,2.59
118125,"BOX,JUNCTION 24X20X6 HINGE DR",BOXES,414.41
118072,"REMOTE,REPEATER, HIGH POWER W/BACKUP BATTERY",READERS,147.8
118071,PENDANT DBL BUTTON,BUTTONS,64.89
118070,*Discontinued product,READERS,161.01
118069,TRANSMITTER LINEAR 3 BUTTON 4 CHANNEL MODEL DXT-23,MISC,32.95
118068,TRANSMITTER LINEAR 2 BUTTON 1 CHANNEL MODEL DXT-21,MISC,17.61
118067,"REMOTE,1-CHANNEL RECEIVER",MISC,88.99
118065,RECEIVER RADIO LINEAR LN-AM-WOR,MISC,136.24
118064,"RECEIVER, XTENDED RANGE 4-CHANNEL",MISC,48.26
118063,"TRANSMITTER,XTENDED RANGE 4-CHANNEL",MISC,163.99
118062,LENEAR DXT-31 TRANSMITTER 1-ZN  DR/ WIN,MISC,29.5
117994,"KEYSWITCH,KK- 1B,SS,WM,2G,KA1",KEYPD/SW,87.56
116327,"WIRE,COAXIAL RG59 PLENUM",WIRE,0.38
116301,"BALUNS, CCTV",VIDCAMERA,46.02
116300,CONNECTOR BNC CRIMP-ON COAX RG-59,MISC,9.58
116125,"LOCK DO, ELECTROMAG ANGLE BKT 1.5X1.5(1120)",LOCK,38.25
116121,"LOCK DO, ELECTROMAG FILLER PLATES 1/2(1120)",LOCK,28.64
116120,"LOCK DO, ELECTROMAG ANGLE BKT 1X1(1120)",LOCK,33.63
116115,"LOCK DO, ELECTROMAG ANGLE BKT 1.5X1.5(1110)",LOCK,26.1
116111,"LOCK DO, ELECTROMAG FILLER PLATES 1/2 (1110)",LOCK,22.17
116031,"LOCK DO, HERCULITE BRACKET - 1106 1/2",LOCK,14.96
116030,"LOCK DO, ELECTROMAG HERCULITE BKT 1/2",LOCK,59.4
116009,"LOCK,DOOR BOLT ELECTRIC  #110",LOCK,107.11
115746,"LOCK DO, ELECTROMAG DOUBLE GOLDBZ",LOCKS,392.8
115711,"LOCK DO, ELECTROMAG DOUBLE BRONZE",LOCK,436.63
115614,"LOCK DO, ELECTROMAG DOUBLE BRASS",LOCK,565.65
115586,BUTTON - PUSH TO EXIT LETTERING ON GREEN CAP,BUTTONS,44.68
115526,TIMER CX-1000/77 MAXIMINDER 12/24DC5AMP 277VAC/30,SENSORS,46.92
115509,WIRE - 18GA 2C SHIELDED,WIRE,0.1
115479,WIRE - 24GA 4C CAT.5,WIRE,0.21
115428,"MAGNET,RAW 3/8 INCH DIAMETER",SENSORS,2.61
115380,"SIGN, EMERGENCY BREAK GLASS - RED - 7X9",MISC,28.43
115378,"SIGN, EMERGENCY PUSH TO EXIT – RED – 6”x9”",MISC,20.21
115371,"SIGN, PUSH TO OPEN DOOR",MISC,10.23
115169,"BUTTON,DOORBELL ROUND 5/8 SNAPFIT",BUTTONS,3.28
115053,"LOCK SA, MORTISE ELECTRIC    R/L",LOCK,599.4
115052,"LOCK SA, 8270 ELEC LOCK BODY ONLY FS",LOCK,558.8
114995,*Discontinued product,POWER,9.64
114963,READER - MULTI TECH HID(RP-40),READERS,132.14
114960,READER - PROXPRO GRAY 5355AGN00,READERS,411.99
114715,"INTERCOM, AIPHONE AUDIO DOOR STATION - LE-D",INTERCOM,15.99
114685,"LOCK SA, MORTISE ELECTRIC     LH",LOCK,510.4
114642,ELECTRIC LOCK - CRASHBAR SWITCH SDC-517,LOCK,202.55
114545,"BUTTON, 1-1/2 WITH OPERATOR",BUTTONS,161.17
114472,"CONTACT, POPIN 3/4 2.5 AMP",CONTACTS,5.35
114393,"INTERCOM, AIPHONE 24V-2AMP PS PS2420UL",INTERCOM,85.48
114391,"INTERCOM, POWER SUPPLY PS1225",INTERCOM,59.99
114308,"BOX,BELL 2G W/COVR 1/2 KO KEMIS 276-5L",BOXES,7.56
114278,"LOCK DO, ELECTROMAG SINGLE BRASS",LOCK,353.25
114204,"BUTTON, INOVONICS 4POINT/5RELAY RECEIVER- EN4204R",BUTTONS,124.99
113802,"TELEPHONE, CODE BLUE CB 2-E PHONE W/BLUE STROBE",PHONES,1455.89
113750,"LOCK VO, MORTISE E7500 FS",LOCKS,675.7
113516,"BOX,BELL 1G W/13/4 THIRD HUB DEEP RIHD32",MISC,4.59
113515,"BOX, BELL 3 HOLES 3/4 INCH SINGLE GANG",BOXES,4.02
113514,"BOX,BELL 1G W/1/2 THIRD HUB",BOXES,3.03
113484,"LOCK DO, ELECTROMAG SINGLE BRONZE",LOCK,225.43
113409,"LOCK HE, STRIKE   HES/SDC",LOCK,220.7
113324,"LOCK SC, MORTISE ELECTRIC - NFS 26D",LOCK,655.2
113271,READER - PROX THINLINE II HID BEIGE 5395CB100,READERS,156.96
113170,"ELECTROMAG, DBL OUTSWING 24VAC 1582 D-BRONZE",LOCK,334.1
113166,"ELECTROMAG, DBL OUTSWING 24VAC 1582",LOCK,332.91
112969,"LOCK SE, CRASHBAR SENSOR BOARD - TS-4",LOCK,93.42
112855,"LOCK HE, STRIKE 4500 FS 12/24D 630",LOCK,337.5
112852,*Discontinued product,LOCK,105.3
112850,"LOCK HE, ELCTRIC STRIKE 5000U",LOCK,94.35
112607,"PLATE,KEY RDR,SS,LOGO,1G",PLATES,10.5
112570,ELECTRIC HINGE 4.5 X 4.5,LOCKS,77.4
112569,ELECTRIC HINGE - 4.5 x 4.5 - 10B FINISH 1104,LOCK,103.66
112550,"PLATE,RAW,SS,1G",PLATES,1.61
112536,ELECTRIC LOCK - MORTISE LHR SAR8271,LOCK,408.5
112530,"PLATE,BLANK 1 GANG WHITE",PLATES,0.66
112519,"LOCK CO, ELEC MORTISE LOCK  FS-BODY ONLY",LOCK,239
112498,ELECTROMAG - SINGLE OUTSWING 24VAC 1581 CHROME,LOCKS,241
112496,"LOCK SD, SDC SINGLE MAG 24VAC 1581",LOCK,199.7
112437,CONTACT - MINI SELF-ADHESIVE BRN 1035,SENSORS,3.54
112399,"LOCK DO, ELECTROMAG SINGLE JUNIOR",LOCK,187.95
112126,HOFFMAN ENCLOSURE 12X12X6 OUTDOOR A12R126,BOXES,33.6
112119,INTERCOM - SUBSTATION LE-D,INTERCOM,20.62
112089,"LOCK HE, STRIKE SMART PACK",LOCK,62.64
111996,READER - PROX. ASR-503 INDALA BLK,READERS,128.63
111902,"LOCK HE, STRIKE  1006            NFS",LOCK,306.12
111821,"LOCK FO, STRIKE      NFS  732",LOCK,243.99
111694,READER - PROX ASR-505 INDALA BLK,READERS,128.63
111504,"BOX, STI 11X15X4 BEIGE  SF-EM111504",BOXES,26.49
111480,SINGLE GANG PUDH TO EXIT BUTTON PEBSS2US,BUTTONS,113.61
111479,BACK BOX FOR MAGIC SWITCH BOXDGSM SURFACE,BOXES,19.5
111478,"MAGIC SWITCH ,DRO UNIVERSAL BLACK BEA MS08U",SENSORS,118.8
111477,ALARM CONTROL NARROW EXIT BUTTON TS-13,BUTTONS,65.99
111475,"BUTTON, KK-3 1 GANG SS BLACK MUSHROOM",BUTTONS,54.01
111473,"KEYSWITCH,KK-3,SS,BM,BLK MUSHROOM BUTTON",KEYPD/SW,67.52
111472,"KEYSWITCH,KK-3,SS,WM,BLK MUSHROOM BUTTON",KEYPD/SW,67.83
111449,"SIREN, SONALERT, INTERMITTENT TONE",SOUNDERS,33.37
111430,"BOARD, ELEVATOR CONTROL A",CONTROL,290.55
111422,"BUTTON,PUSH,ONLY/EXIT SWITCH",BUTTONS,161.52
111384,SILENT KNIGHT RADIONICS FIRE PANEL,CONTROL,283.99
111265,STANCION GARAGE PS-042,BOXES,145
111235,"BUTTON, INOVONICS TRANSMITTER BLACK",BUTTONS,59.99
111147,"SWITCH, PNEUMATIC TIMER  *EAGLE",MISC,209.25
111120,"BUTTON,PUSH,ONLY/EXIT SWITCH",BUTTONS,164.8
111086,"STROBE, CONICAL STROBES - SL401 BL",SOUNDERS,25.99
111074,"PLATE, KKB 1 GANG BLANK S.S.",PLATES,1.24
110795,"PLATE, KK-  1, SS, WM, 2G",PLATES,9.54
110779,"PLATE,KK- 2,SS,WM,2G",PLATES,7.5
110760,"PLATE, KK-  3, SS, WM, 2G",PLATES,14.1
110752,PLATE KK-4/6 ALUM PRD 326 S,PLATES,44
110736,"CYLINDER,KK-1A,REG/NEW,KA1",LOCK,39.75
110701,"CYLINDER,KK-2,MOMENTARY,KA1",LOCK,30.39
110698,"CYLINDER,KK-4/5/6,2WAY,PUL,KA1",LOCK,12.27
110673,TELEPHONE - TRIGON MINIPAK 2000,PHONES,1450
110662,"SIREN, GENTEX GX93 SIREN/HORN (PIEZO)",SOUNDERS,10.99
110597,ELECTRIC LOCK - VON DUPRIN 6111 FAIL SECURE,LOCKS,468.85
110582,ELECTRIC LOCK - MORITSE CORBIN RUSWINN,LOCK,294.68
110575,ELECTRIC LOCK - ND80 w/ US10B,LOCK,275.71
110422,"POWER SUPPLY, BOARD ONLY for MAXIPROX  by ALTRONIX",POWER,24.5
110421,"LOCK SE, Electric Crash Bar",LOCKS,1319.95
110302,ELECTRIC HINGE - 4.5 x 4.5 26D FINISH,LOCK,89
110192,"READER, POWER PROX ASR-620+",READERS,415.38
110140,"LOCK, HINGE ELECTRIC  4.5 X 4.0 US26D",LOCK,89.62
110132,PHONE ELEVATOR SERVICE WS-1398,PHONES,82.29
110127,"TELEPHONE, TRIGON MICROPHONE ASSY ONLY",PHONES,36
110125,"TELEPHONE, TRIGON PHONE BOARD ONLY",PHONES,421.25
110124,ELECTRIC HINGE - 4.5 x 4 10 FINISH 1104,LOCK,109.67
110094,ELECTRIC HINGE - 4.5 x 4 26 FINISH,LOCK,121.5
110086,ELECTRIC HINGE - 4.5 x 4.5 3 FINISH,LOCK,101.45
110051,*Discontinued product,LOCK,51.85
110019,ELECTRIC HINGE - 5 x 5 26 FINISH,LOCK,165.88
109999,WIRE - AIPHONE 2 CONDUCTER 18GA,WIRE,0.1
109978,"WIRE, CAT - 5 - WHITE",WIRE,0.15
109967,"READER,INSERT KEY READER",READERS,214.09
109926,"WIRE,RG59/18 SIAMES PLENUM",WIRE,0.43
109925,"WIRE,CAT5E PLENUM",WIRE,0.22
109924,"WIRE,6J22 STRANDED SHLD 800",WIRE,0.19
109888,"WIRE, BUNDLED - 2-18, 6-22, 6-22 SHLD, 8-22",WIRE,0.76
109802,"WIRE, AIPHONE 2/18 NONE SHIELD",WIRE,0.18
109673,"SIGN,P/B TO EXIT,VERTICAL",MISC,15.27
109622,"WIRE, 6/22 ONE PR SHIELDED WEST PENN WATER RESISTA",WIRE,0.22
109616,"WIRE, 6/16 PLENUM UNSHIELD CMP",WIRE,0.46
109614,PLATE - DCU/INSERT KEY COMBO BLK,PLATES,5.1
109479,"PLATE, KKB 2 GANG BLANK S.S.",PLATES,4
109444,"RELAY,DPDT,26VDC,2AMP KCR-1",RELAYS,17.27
109424,"WIRE, CAT 5 DIRECT BURIAL",WIRE,0.22
109418,"WIRE, WEST PENN 4/18 WATER RESISTANT",WIRE,0.03
109401,"SIREN,8 OHM 20 WATT 746F",SOUNDERS,6.9
109398,*Discontinued product,SENSORS,29.67
109372,"SOUND,SONALERT,SC616N 95DB 6-16VDC",SOUNDERS,24.44
109371,"SOUND,SONALERT, STEADY TONE",SOUNDERS,18.42
109359,WIRE 4 COND. 2SHIELD 2UNSHIELD 20STR AQC359GY,WIRE,0.23
109356,"WIRE, 18/1PR UNSHIELD 1PR 20GAGE 1M WEST PENN356",WIRE,0.13
109340,WIRE CAT 6,WIRE,0.29
109339,"WIRE,4J22 STRANDED 800",WIRE,0.12
109312,"WIRE,2J18 STRANDED 800",WIRE,0.13
109284,"WIRE, CAT 6 PLENUM OUTDOOR PE JACKT #6NF4-BLK",WIRE,0.29
109279,"WIRE, CAT 6 PLENUM YELLOW",WIRE,0.32
109278,WIRE CAT6A 23AWG 4PR 10 GIG CMP PLENUM,WIRE,0.3
109277,*Discontinued product,WIRE,0.21
109276,WIRE 22 AWG 4/PR STR EPS + 14/1 GND CMP-CL2P,WIRE,0.22
109275,"WIRE,4J24 Cat5e Cable",WIRE,0.3
109260,"WIRE, 18 GA - 6 COND SHLD WATER RSTNT",WIRE,0.62
109259,WIRE 6/22 UNSHIELD AQUA BURIAL PLENUM AQ369,WIRE,0.14
109258,"WIRE,6J22 STRANDED UNSHIELDED",WIRE,0.17
109257,*Discontinued product,WIRE,0.34
109255,"WIRE, 18 GA 4 COND DIRECT BURIAL - WATER RESIST",WIRE,0.3
109252,"WIRE, 18 GA 2 COND DIRECT BURIAL",WIRE,0.28
109215,"WIRE,10J22 STRANDED",WIRE,0.15
109214,"WIRE, 14/2 OUTDOOR ADI WG-52855008",WIRE,0.51
109189,"WIRE, 8J18 UNSHLD STRANDED CMP 800",WIRE,132.89
109187,"WIRE, 10J18GA PLENUM",WIRE,0.55
109185,"WIRE,8J22 STRANDED 800",WIRE,0.23
109184,"WIRE, 18/4 UNDERGROUND OAS",WIRE,0.4
109182,"WIRE,18/2 OUTDOOR FIRE 1MRL BLK ADI WG41561008",WIRE,0.26
109180,"READER, GARAGE/TOLLWAY PROX",READERS,3476.47
109177,"RELAY,DPDT,28VDC,115VAC,7.5AMPS",RELAYS,21.75
109141,"WIRE, 14/1 SOL GRND 5C RL GREEN ADI#WG11315005",WIRE,0.07
109126,"DOOR CHIME MODULE,BING-BONG",SENSORS,81.9
109115,COMMANDER 3 SERIES   GES NOTIFICATION  BLUE LENS,SOUNDERS,37.99
109062,TRANSFORMER PLUG-IN 24V50VA TR-2450SL/M,POWER,15.99
109061,"TRANSFORMER,24V 40VA",POWER,17.99
109059,"WIRE, RG59 OUTDOOR DIR BUR 1M RL BLK ADI 51031008",WIRE,0.1
109053,"TRANSFORMER,18V 40VA",POWER,8.07
109037,"TRANSFORMER,12V 40VA TRF-4",POWER,12.99
109013,WIRE COMPOSITE 18(4)+22(2+4)+6OS PLENUM WG31965002,WIRE,0.76
108998,"CABLE, ARMORED DOOR LOOP W/ JUNCTION BOX",WIRE,20.28
108997,CABLE - ARMORED DOOR LOOP,WIRE,26.53
108980,*Discontinued product,LOCK,497.5
108979,ELECTRIC LOCK - MORTISE CASE SCHLAGE L9080PELCA,LOCK,572
108964,ELECTRIC LOCK - MORTISE SCHLAGE L9080PEU03,LOCK,117.16
108942,ELECTRIC LOCK - SCHLAGE MORTISE-L9080 LEU 42 A 626,LOCK,213.04
108820,ELECTRIC LOCK - MORTISE LH,LOCK,454.4
108810,"RELAY, 6POLE DPDT,12VDCTO DC",RELAYS,13.55
108804,"RELAY,6PDT,24VDC",RELAYS,14.42
108794,"RELAY, 4DPDT, 24VDC",BOARDS,7.19
108792,RELAY 4DPDT 12VDC,BOARDS,33.71
108758,"LOCK RU, ELECTROMAG SINGLE MINI",LOCK,157.99
108724,TRANSFORMER - 16V 40VA,POWER,14.49
108723,"TRANSFORMER,PLUG-IN 16.5VAC 50VA",POWER,17.99
108709,TRANSFOREMER  24 VOLT 40VA  AC MB-MGT2440,POWER,8.79
108642,KEYSWITCH - KK9Q PANIC RESET,KEYPD/SW,62
108553,"RELAY, 24VDC",RELAYS,7.19
108502,"LOCK SD, ELECTROMAG DOUBLE",LOCKS,456.5
108472,"LOCK SD, ELECTROMAG SHEAR LOCK",LOCK,276.74
108111,"LOCK SE, ELECTROMAG SINGLE M32F",LOCK,223.99
108025,ELECTRIC STRIKE - HES 1006 12/24VDC,LOCK,298.37
108023,*Discontinued product,LOCK,339.75
107964,"LOCK DO, ELECTROMAG SINGLE",LOCK,247.5
107794,PLATE - BLANK WALL MTG 2-GANG,PLATES,2.67
107779,*Discontinued product,BOXES,178.86
107743,"DETECTOR, GLASS SHATTERPRO",SENSORS,33.37
107666,TELEPHONE - F.D. MAG SWITCH WS2417 BLK,PHONES,109.5
107573,"LOCK DO, ELECTROMAG DOUBLE",LOCK,405
107530,WIRE - 4/18 5/22 6/22 8/22,WIRE,0.33
107306,"DETECTOR, SURFACE SENSOR FOR WATERBUG",SENSORS,17.19
107303,"DETECTOR, WATERBUG - MOISTURE",SENSORS,75.97
107301,"DETECTOR, TEMPETURE SENSOR",SENSORS,56.99
107190,"BOX, 24X24X6 JUNCTION HINGE DOOR",BOXES,88
107026,TELEPHONE - F.D. WS1501 WHT,PHONES,80
106616,ELECTRIC CRASH BAR - ADAMS RITE 36 D-BRONZE,MISC,380.68
106607,ELECTRIC BOLT - SURFACE FS23M-6,LOCK,297.43
106584,"BOARD STUFFED, CONVERT-A-CARD F/SHELL",CONTROL,199.09
106438,ELECTRIC LOCK-HI TOWER SARGENT LHR,LOCKS,377.06
106401,"TELEPHONE, K-TECH HFP - W/AUTODIALER OEM",PHONES,224.24
106259,DCU - CORBY KEYPAD 60,KEYPD/SW,7.95
106107,"KEYSWITCH, KQK, BB, WM, 2G, LESS CYL",KEYPD/SW,51.16
106097,"KEYSWITCH, KQK, SS, WM, 2G, LESS CYLINDER",KEYPD/SW,94.26
106062,"CONTACT, EXPOSED MINI REED, 15' LEAD 949",SENSORS,8.69
106038,"RECTIFIER, FLYING LEADS  *DORTRONICS",LOCK,10.02
105996,"BOX,JUNCTION 30X24X6 HINGE DR",BOXES,465.04
105708,"RECEPTACLE,WABER,8-PLACE STRIP",POWER,27.13
105546,"WIRE, 25 PAIR PR/J24 SOLID PVC",WIRE,1.31
105503,CONDUIT 1 IN EMT,WIRE,2.27
104704,"TRNASFORMER, FOR AIPHONE INTER- PT-1210N",POWER,6.8
104606,"POWERSTRIP, UNPROTECTED",POWER,15.19
104604,"POWERSTRIP, SURGE PROTECTED",POWER,94.32
104515,"PLATE, KKB 2 GANG BLANK, S.S., WM",PLATES,8.5
104134,"READER, BACKUP PLATE, MAXIPROX W/LED",READERS,300
104132,"READER, BACKUP PLATE, MAXIPROX",READERS,88.3
103837,"RELAY,MINIRELAY MOUNTING MODULE",MISC,9.06
103705,KEYSWITCH - REGULAR CHROME ON-OFF,LOCK,54.74
103535,"TELEPHONE, BLOCK, JACK",PHONES,51.09
103454,"TELEPHONE, ELEVATOR ADA",PHONES,109.5
